,1. open,2. high,3. low,4. close,5. volume,MACD_Signal,MACD,MACD_Hist,RSI,WILLR,ADX,MOM
2018-05-31,125.78,125.92,124.23,124.82,3417406.0,0.7137,0.7972,0.0835,49.9673,-75.5835,13.5981,0.04
2018-05-30,125.42,126.6499,125.26,126.2,2782584.0,0.6928,0.9451,0.2523,55.8603,-46.932,14.1596,1.65
2018-05-29,126.17,126.58,124.59,125.11,2776074.0,0.6297,0.9796,0.3499,51.6807,-54.2936,15.1414,0.13
2018-05-25,127.45,127.68,126.53,127.03,1730143.0,0.5423,1.1204,0.5781,61.152,-23.9521,16.2381,2.55
2018-05-24,127.3,127.85,126.6,127.4,1835266.0,0.3977,1.0883,0.6906,63.2254,-17.4145,16.2178,3.3
2018-05-23,126.84,127.73,126.09,127.58,4008892.0,0.2251,0.9938,0.7687,64.2089,-11.7219,16.1492,4.47
2018-05-22,128.26,129.03,127.6398,127.87,3962689.0,0.0329,0.8404,0.8075,65.7387,-8.5106,16.1287,6.08
2018-05-21,125.97,128.33,125.97,128.05,4701149.0,-0.169,0.6029,0.7719,66.654,-2.1655,15.1073,7.16
2018-05-18,124.59,125.41,124.17,125.19,2310080.0,-0.362,0.2726,0.6346,58.0332,-4.3945,14.2741,5.68
2018-05-17,124.49,125.02,123.8,124.61,3329664.0,-0.5206,0.1383,0.6589,55.8856,-10.0586,14.7145,6.91
2018-05-16,125.03,125.08,124.11,124.78,3688962.0,-0.6853,0.024,0.7093,56.675,-8.3984,15.3997,6.28
2018-05-15,124.31,124.75,123.46,124.55,3384546.0,-0.8627,-0.1397,0.723,55.8923,-10.6445,15.9535,5.59
2018-05-14,124.39,125.64,124.29,124.98,4420398.0,-1.0434,-0.3231,0.7203,57.702,-6.4453,16.7114,4.83
2018-05-11,123.93,124.91,123.53,124.48,2717467.0,-1.2235,-0.5963,0.6272,56.1697,-23.7615,17.0667,2.02
2018-05-10,123.46,124.29,123.0,124.1,2338417.0,-1.3803,-0.8854,0.4949,55.0198,-26.9521,17.7763,1.28
2018-05-09,122.47,123.21,121.81,123.11,3551825.0,-1.504,-1.2028,0.3012,51.9715,-35.2645,18.8216,1.66
2018-05-08,121.0,121.83,120.68,121.79,3063469.0,-1.5793,-1.4896,0.0897,47.5725,-46.3476,20.0864,-0.31
2018-05-07,119.77,121.47,119.67,120.89,2892658.0,-1.6018,-1.6997,-0.098,44.3453,-53.9043,20.7513,-2.57
2018-05-04,117.43,120.15,116.66,119.51,6544606.0,-1.5773,-1.8515,-0.2742,38.9988,-65.4912,21.2796,-3.57
2018-05-03,117.52,118.54,115.4,117.7,5074102.0,-1.5087,-1.8777,-0.369,30.9161,-80.6885,21.1422,-6.15
2018-05-02,118.96,119.8,118.18,118.5,3058374.0,-1.4165,-1.6996,-0.2832,32.694,-85.7838,20.043,-6.3
2018-05-01,120.0,120.26,117.04,118.96,4146273.0,-1.3457,-1.5291,-0.1834,33.7297,-81.3048,19.8131,-5.57
2018-04-30,122.53,122.785,120.15,120.15,4442093.0,-1.2998,-1.3359,-0.0361,36.5078,-90.1763,19.5656,-3.66
2018-04-27,122.29,122.75,121.01,122.46,2901055.0,-1.2908,-1.1912,0.0996,42.8727,-61.0831,20.6453,-0.25
2018-04-26,121.5,124.24,120.82,122.82,3586039.0,-1.3157,-1.2243,0.0914,43.9824,-56.5491,22.2082,-0.43
2018-04-25,122.25,123.0,119.37,121.45,4720692.0,-1.3385,-1.2854,0.0531,38.343,-73.8035,23.8912,-1.0
2018-04-24,126.5,127.31,120.8,122.1,8151481.0,-1.3518,-1.2052,0.1465,40.1225,-80.0307,25.1139,-0.86
2018-04-23,123.12,123.51,122.5,123.46,3280606.0,-1.3884,-1.1515,0.2369,44.0989,-52.862,26.9657,1.24
2018-04-20,124.87,124.87,122.5,123.08,5376886.0,-1.4476,-1.2047,0.2429,42.6235,-59.2593,26.6845,0.32
2018-04-19,124.71,125.57,123.15,123.85,4824141.0,-1.5084,-1.2164,0.292,44.8507,-46.2963,26.3817,-1.91
2018-04-18,125.42,125.436,124.17,124.8,4129247.0,-1.5814,-1.292,0.2894,47.7066,-30.8848,26.3199,-0.97
2018-04-17,124.72,125.95,124.15,124.53,4203379.0,-1.6537,-1.4664,0.1873,46.8128,-35.3923,26.689,-0.38
2018-04-16,123.9,124.03,122.84,123.81,3507415.0,-1.7005,-1.6402,0.0603,44.4624,-58.1117,27.0865,0.33
2018-04-13,123.79,124.0,121.85,122.71,3469139.0,-1.7156,-1.7649,-0.0493,40.7476,-72.7394,26.164,-3.11
2018-04-12,123.04,123.86,122.79,123.25,3232340.0,-1.7033,-1.7864,-0.0831,42.0291,-65.5585,25.1481,-1.2
2018-04-11,122.27,123.3,121.89,122.45,2620858.0,-1.6825,-1.8428,-0.1602,39.4077,-76.1968,24.3577,-2.83
2018-04-10,124.04,124.32,122.33,122.96,4258153.0,-1.6425,-1.8065,-0.164,40.4916,-70.6633,23.1173,-3.68
2018-04-09,123.85,124.39,122.1,122.22,3555440.0,-1.6015,-1.7858,-0.1844,38.2014,-80.5243,21.9097,-0.09
2018-04-06,124.58,125.74,122.21,122.76,4454247.0,-1.5554,-1.6582,-0.1028,39.2243,-74.6377,20.6093,-1.31
2018-04-05,126.45,126.6,124.96,125.76,4078888.0,-1.5297,-1.5261,0.0036,45.5105,-44.4444,19.2374,-1.24
2018-04-04,121.12,125.89,120.66,125.77,7261233.0,-1.5306,-1.6407,-0.1101,45.5331,-48.4359,18.5377,-1.39
2018-04-03,123.59,125.04,122.67,124.91,3804500.0,-1.5031,-1.7642,-0.2611,43.2853,-62.1638,17.3795,-2.29
2018-04-02,125.65,126.01,121.21,123.48,6596490.0,-1.4378,-1.8086,-0.3708,39.4255,-79.9115,16.749,-4.85
2018-03-29,124.9,126.65,124.39,125.82,2837872.0,-1.3451,-1.6933,-0.3483,43.9727,-70.7006,16.07,-3.43
2018-03-28,125.92,126.0348,123.98,124.45,3122109.0,-1.258,-1.7599,-0.5019,40.2247,-81.6083,16.4677,-5.13
2018-03-27,126.86,128.18,124.36,125.28,8246235.0,-1.1325,-1.6797,-0.5472,41.7977,-75.0,16.5827,-4.87
